priority,folder,name,chars,note
"revisar_error","Informacion Profesional, Tecnica y Cursos","Manual evapotranspiracion FAO.pdf","","index: unsupported Unicode escape sequence"
"revisar_error","I","FERTIL EN BASE A LAS CURVAS DE ABSORCION CURSO (contraseña agricolavalleesperanza).xlsx","","File is password-protected"
"revisar_error","I","HOJA EXCEL DE INTERPRETACION DE ANALISIS DE SUELO PALTO FERTILIZACION CONVENCIONAL (contraseña agricolavalleesperanza)....xlsx","","File is password-protected"
"revisar_error","II","CORRELACION ENTRE VARIABLES(contraseña agricolavalleesperanza).xlsx","","File is password-protected"
"revisar_error","IV","FERTIL EN BASE A LAS CURVAS DE ABSORCION CURSO.xlsx","","File is password-protected"
"revisar_error","Libros","Copia de El suelo y su fertilidad (1)_protected.pdf","","No password given"
"revisar_error","Libros","Absorcion de nutrimentos por los cultivos-2009 (1) (1)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Evaluación de la fertilidad del suelo y de la nutrición de los cultivos (Spanish Edition) (2)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Fertilización y riego -_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Fertilizantes_ quimica y accion  (3) (2)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Fertirrigacion - Desconocido (3) (1)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Handbook of Plant Nutrition (1)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de La Savia como indice de fertili - Carlos Cadahia (2) (1) (2)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Manual practico de Fertirrigaci - Eduardo Jesus Fernandez Rodrigu (1) (1)_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Microorganismos del suelo_nodrm_protected.pdf","","No password given"
"revisar_error","Libros","Copia de Suelos_ Guía de prácticas simplificadas en campo y laboratorio_protected.pdf","","No password given"
"revisar_error","Libros","Evaluación de la fertilidad del suelo y de la nutrición de los cultivos (Spanish Edition) (2)_protected (2).pdf","","No password given"
"revisar_error","Fisiología Vegetal CCBIO","Fundamentos de fisiología vegetal.pdf","","index: unsupported Unicode escape sequence"
"revisar_error","Manuales y Herramientas de Nutrición Vegetal","Cultivar con microbios_ La guia - Jeff Lowenfels (2).pdf","","index: unsupported Unicode escape sequence"
"revisar_error","Manuales y Herramientas de Nutrición Vegetal","Fertilización y riego - teoría Guy Sela_contraseña correo gmail.pdf","","No password given"
"revisar_error","Manuales y Herramientas de Nutrición Vegetal","Fundamentos de Fisiologia Vegetal Azcon..pdf","","index: unsupported Unicode escape sequence"
"revisar_error","Literatura - superacion personal","Cómo te vendes te contratan.pdf","","index: unsupported Unicode escape sequence"
"revisar_error","Literatura - superacion personal","Resumen El método Lean Startup.pdf","","index: unsupported Unicode escape sequence"
"revisar_error","Literatura - superacion personal","Si lo Crees lo Creas.pdf","","index: unsupported Unicode escape sequence"
"revisar_error","FERMAN","Base de Ventas Ferman PPTO-4.xlsx","","index: <!DOCTYPE html>"
"revisar_error","FERMAN","VF_LISTA DE PRECIOS-29 jul.xlsx","","index: <!DOCTYPE html>"
